Year,Quarter,Course,Code,Instructor,Time,Max,Enr,Place
2024,Winter,Math 13 INTRO ABSTRACT MATH,44940,"DONALDSON, N.",MWF 9:00- 9:50,60,57,DBH 1500
2024,Winter,Math 13 INTRO ABSTRACT MATH,44952,"DONALDSON, N.",MWF 11:00-11:50,46,46,RH 114
2024,Winter,Math 105B NUMERICAL ANLYS II,44990,"MA, A.",MWF 10:00-10:50,99,70,RH 104
2024,Winter,Math 110A OPTMIZATION I,45009,"WANG, D.",MWF 2:00- 2:50p,70,36,RH 104
2024,Winter,Math 112B INT PARTIAL DIF EQU,45012,"GAO, H.",MWF 11:00-11:50,45,25,SSTR 103
2024,Winter,Math 113B MATH MODELNG IN BIO,45015,"ALMET, A.",MWF 1:00- 1:50p,30,23,RH 114
2024,Winter,Math 117 DYNAMICAL SYSTEMS,45020,"CARTER, P.",MWF 11:00-11:50,50,7,MSTB 124
2024,Winter,Math 120A INTRO GROUP THEORY,45030,"SALES, M.",MWF 9:00- 9:50,110,95,RH 104
2024,Winter,Math 120B INTRO RINGS/FIELDS,45040,"ZEMAN, M.",MWF 4:00- 4:50p,115,110,RH 101
2024,Winter,Math 121A LINEAR ALGEBRA I,45050,"ASCHER, K.",MWF 9:00- 9:50,55,41,SSTR 103
2024,Winter,Math 121A LINEAR ALGEBRA I,45057,"ASCHER, K.",MWF 10:00-10:50,55,53,SSTR 103
2024,Winter,Math 121B LINEAR ALGEBRA II,45068,"TSENG, L.",MWF 12:00-12:50p,90,66,RH 104
2024,Winter,Math 130A PROBABILITY I,45075,"SMITH, L.",MWF 11:00-11:50,60,50,DBH 1500
2024,Winter,Math 130A PROBABILITY I,45077,"SMITH, L.",MWF 10:00-10:50,60,60,DBH 1500
2024,Winter,Math 130B PROBABILITY II,45080,"CRANSTON, M.",MWF 11:00-11:50,100,100,RH 104
2024,Winter,Math 134A FIXED INCOME,45090,"ABRAMOVICH, P.",MWF 6:00- 6:50p,57,35,ALP 2100
2024,Winter,Math 134B FINANCL DERIVATIVES,45095,"LUDWIG, J.",MWF 11:00-11:50,50,29,ALP 2600
2024,Winter,Math 134C FINANCIAL MODELS,45100,"ABRAMOVICH, P.",MWF 5:00- 5:50p,55,18,ALP 2100
2024,Winter,Math 140A ELEM ANALYSIS I,45117,"LI, L.",MWF 12:00-12:50p,60,58,DBH 1500
2024,Winter,Math 140B ELEM ANALYSIS II,45120,"HUBER, K.",MWF 12:00-12:50p,90,50,HH 178
2024,Winter,Math 140B ELEM ANALYSIS II,45140,"GORODETSKI, A.",MTuWThF 10:00-10:50,0,5,RH 306
2024,Winter,Math 147 COMPLEX ANALYSIS,45150,"GOLDBRING, I.",MWF 9:00- 9:50,55,55,MSTB 124
2024,Winter,Math 162A INTRO DIFFRNTL GEOM,45189,"DONALDSON, N.",MWF 12:00-12:50p,25,9,RH 192
2024,Winter,Math 176 MATH OF FINANCE,45220,"LUDWIG, J.",MWF 12:00-12:50p,177,54 / 112,HIB 100
2024,Winter,Math 180A NUMBER THEORY I,45260,"KAPLAN, N.",MWF 3:00- 3:50p,50,50,MSTB 124
2024,Winter,Math 192 LRNG &TCHG SEC MATH,45280,"PANTANO, A.",M 2:00- 3:50p,45,22,ALP 2500
2024,Winter,Math 192 LRNG &TCHG SEC MATH,45290,"SMITH, L.",Tu 3:30- 4:50p,35,17,ALP 2100
2024,Winter,Math 205B INTRO GRAD ANALYSIS,45500,"GORODETSKI, A. RAKSHIT, A.",MTuWThF 10:00-10:50,20,2,RH 306
2024,Winter,Math 210B REAL ANALYSIS,45520,"KRUPCHYK, K.",MWF 10:00-10:50,24,18,MSTB 114
2024,Winter,Math 218B INTRO/MANIFOLD&GEOM,45530,"ZHANG, X.",MW 12:30- 1:50p,20,3,RH 510R
2024,Winter,Math 220B ANALYTIC FNCTN THRY,45540,"HEZARI, H.",MWF 9:00- 9:50,20,12,PSCB 240
2024,Winter,Math 226B COMPUTATIONAL PDES,45565,"CHEN, L.",MW 9:00-10:20,20,3,RH 440R
2024,Winter,Math 227B MATH-COMP BIOLOGY,45570,"NIE, Q.",MW 10:30-11:50,20,14,RH 192
2024,Winter,Math 228 TOPICS IN APPL MATH,45575,"XIN, J. SOLNA, K.",TuTh 2:00- 3:20p,20,13,RH 340P
2024,Winter,Math 230B ALGEBRA,45580,"DAVIS, C.",MTuWTh 2:00- 2:50p,20,19,RH 306
2024,Winter,Math 232B ALG NUMBER THEORY,45585,"CHEONG, G.",MWF 9:00- 9:50,20,4,RH 510R
2024,Winter,Math 234B TOPICS IN ALGEBRA,45605,"REYES, M.",MWF 11:00-11:50,20,5,RH 440R
2024,Winter,Math 245B TOPICS IN DIFF GEOM,45630,"STREETS, J.",MWF 1:00- 1:50p,20,7,RH 340N
2024,Winter,Math 250B ALGEBRAIC TOPOLOGY,45640,"WOLFSON, J.",MW 2:00- 3:20p,20,14,RH 340P
2024,Winter,Math 260B FUNCTIONAL ANALYSIS,45675,"FIGOTIN, A.",TuTh 11:00-12:20p,20,8,RH 440R
2024,Winter,Math 270B PROBABILITY,45680,"VERSHYNIN, R.",TuTh 9:00-10:20,20,14,RH 340P
2024,Winter,Math 282B MODEL THEORY,45690,"FOREMAN, M.",MWF 11:00-11:50,20,2,RH 340N
2024,Winter,Math 290B METH IN APPLD MATH,45760,"LOWENGRUB, J. TONNE, D.",MWF 11:30-12:20p,13,7,MSTB 114
2024,Winter,Math 295B PARTIAL DIFF EQNS,45770,"MOONEY, C.",MW 11:00-12:20p,20,7,RH 510R
