Year,Quarter,Course,Code,Instructor,Time,Max,Enr,Place
2018,Fall,Math 1A PRE-CALCULUS,44000,"LEHMAN, R.",TBA,200,78,ON LINE
2018,Fall,Math 1B PRE-CALCULUS,44020,"LEHMAN, R.",TBA,300,294,ON LINE
2018,Fall,Math 1B PRE-CALCULUS,44030,"LEHMAN, R.",TBA,300,266,ON LINE
2018,Fall,Math 2A CALCULUS,44080,"JESSIE, D.",MWF 8:00- 8:50,219,214,SSH 100
2018,Fall,Math 2A CALCULUS,44095,"CAO, S.",MWF 9:00- 9:50,110,108,SSL 248
2018,Fall,Math 2A CALCULUS,44110,"LIU, W.",MWF 8:00- 8:50,219,219,HIB 100
2018,Fall,Math 2A CALCULUS,44125,"SIMONYAN, A.",MWF 4:00- 4:50p,230,227,DBH 1100
2018,Fall,Math 2A CALCULUS,44140,"MATEI, V.",MWF 5:00- 5:50p,240,166,PSLH 100
2018,Fall,Math 2A CALCULUS,44155,"GUO, Z.",MWF 8:00- 8:50,228,227,SSLH 100
2018,Fall,Math 2A CALCULUS,44185,"SORACE, R.",MWF 5:00- 5:50p,201,190,ELH 100
2018,Fall,Math 2B CALCULUS,44215,"YOUSSEFPOUR, H.",MWF 8:00- 8:50,202,198,DBH 1100
2018,Fall,Math 2B CALCULUS,44230,"TABRIZIAN, P.",MWF 8:00- 8:50,114,106,DBH 1600
2018,Fall,Math 2B CALCULUS,44245,"YOUSSEFPOUR, H.",MWF 4:00- 4:50p,219,214,EH 1200
2018,Fall,Math 2B CALCULUS,44260,"SOLNA, K.",MWF 12:00-12:50p,197,194,EH 1200
2018,Fall,Math 2B CALCULUS,44265,"XIN, J.",MWF 12:00-12:50p,212,205,ELH 100
2018,Fall,Math 2B CALCULUS,44275,"PLUTA, R.",MWF 6:00- 6:50p,221,219,ALP 1300
2018,Fall,Math 2B CALCULUS,44290,"PLUTA, R.",MWF 8:00- 8:50,232,231,PSLH 100
2018,Fall,Math 2D MULTIVAR CALCULUS,44355,"HEZARI, H.",MWF 3:00- 3:50p,113,112,HH 178
2018,Fall,Math 2D MULTIVAR CALCULUS,44360,"JESSIE, D.",MWF 1:00- 1:50p,214,207,ELH 100
2018,Fall,Math 2D MULTIVAR CALCULUS,44380,"KARAMI, A.",MWF 8:00- 8:50,220,201,PCB 1100
2018,Fall,Math 2D MULTIVAR CALCULUS,44386,"YU, Y.",MWF 9:00- 9:50,40,34,RH 306
2018,Fall,Math 2D MULTIVAR CALCULUS,44390,"KARPUKHIN, M.",MWF 4:00- 4:50p,100,91,HH 178
2018,Fall,Math 2D MULTIVAR CALCULUS,44401,"SIMONYAN, A.",MWF 5:00- 5:50p,104,86,SSL 290
2018,Fall,Math 2E MULTIVAR CALCULUS,44405,"TABRIZIAN, P.",MWF 11:00-11:50,118,119,HH 178
2018,Fall,Math 2E MULTIVAR CALCULUS,44415,"SETO, S.",MWF 1:00- 1:50p,117,111,RH 104
2018,Fall,Math 2E MULTIVAR CALCULUS,44426,"ZHAO, M.",MWF 10:00-10:50,104,95,SSL 228
2018,Fall,Math 2E MULTIVAR CALCULUS,44429,"SCHOLL, T.",MWF 12:00-12:50p,57,44,DBH 1500
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44435,"LU, Z.",MWF 8:00- 8:50,57,57,PSCB 120
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44440,"KOMZSIK, L.",MWF 9:00- 9:50,59,58,PSCB 120
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44450,"PANTANO, A.",MWF 10:00-10:50,47,46,MSTB 124
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44460,"SOLNA, K.",MWF 2:00- 2:50p,106,106,HH 178
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44465,"PANTANO, A.",MWF 12:00-12:50p,47,47,RH 114
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44470,"NORTHRUP, S.",MWF 3:00- 3:50p,105,101,RH 104
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44475,"TROGDON, T.",MWF 2:00- 2:50p,47,47,RH 114
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44480,"KRONEWETTER, J.",MWF 11:00-11:50,109,109,RH 104
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44490,"FIDER, N.",MWF 4:00- 4:50p,59,59,SH 174
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44495,"ROMAN, S.",MWF 3:00- 3:50p,92,63,SSL 140
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44500,"HUBER, K.",MWF 10:00-10:50,60,59,SSTR 103
2018,Fall,Math 3A INTRO LINEAR ALGBRA,44502,"WILKINSON, J.",MWF 9:00- 9:50,30,15,RH 114
2018,Fall,Math 3D ELEM DIFF EQUATIONS,44505,"DONALDSON, N.",MWF 10:00-10:50,102,95,DBH 1600
2018,Fall,Math 3D ELEM DIFF EQUATIONS,44520,"ERJAEE, G.",MWF 2:00- 2:50p,100,99,DBH 1600
2018,Fall,Math 3D ELEM DIFF EQUATIONS,44531,"SMITH, L.",MWF 11:00-11:50,95,93,DBH 1600
2018,Fall,Math 3D ELEM DIFF EQUATIONS,44534,"ERJAEE, G.",MWF 10:00-10:50,58,54,SH 128
2018,Fall,Math 4 MATH FOR ECONOMISTS,44538,"KRONEWETTER, J.",MWF 9:00- 9:50,118,116,HG 1800
2018,Fall,Math 4 MATH FOR ECONOMISTS,44544,"KRONEWETTER, J.",MWF 12:00-12:50p,107,107,RH 104
2018,Fall,Math 5A CALCULUS LIFE SCIEN,44580,"SMITH, L.",MWF 2:00- 2:50p,80,35,SSL 290
2018,Fall,Math 5B CALCULUS LIFE SCIEN,44592,"DONG, X.",MWF 12:00-12:50p,50,32,DBH 1600
2018,Fall,Math 9 INTRO PROG NUM ANLY,44600,"ZHONG, Y.",MWF 8:00- 8:50,42,38,MSTB 226
2018,Fall,Math 9 INTRO PROG NUM ANLY,44602,"DAVIS, C.",MWF 11:00-11:50,43,43,ALP 3600
2018,Fall,Math 9 INTRO PROG NUM ANLY,44605,"SETO, S.",MWF 12:00-12:50p,46,44,MSTB 226
2018,Fall,Math 13 INTRO ABSTRACT MATH,44616,"WILKINSON, J.",MWF 11:00-11:50,35,34,RH 306
2018,Fall,Math 13 INTRO ABSTRACT MATH,44618,"DELLACA, R.",MWF 10:00-10:50,45,21,HICF 100M
2018,Fall,Math 13 INTRO ABSTRACT MATH,44620,"SMITH, L.",MWF 9:00- 9:50,54,54,MSTB 124
2018,Fall,Math 13 INTRO ABSTRACT MATH,44627,"MAGUIRE, M.",MWF 12:00-12:50p,45,45,SST 120
2018,Fall,Math 13 INTRO ABSTRACT MATH,44630,"YU, Y.",MWF 10:00-10:50,45,41,HH 143
2018,Fall,Math 105A NUMERICAL ANALYSIS,44632,"CHEN, T.",MWF 3:00- 3:50p,46,45,RH 114
2018,Fall,Math 105A NUMERICAL ANALYSIS,44635,"CHEN, T.",MWF 12:00-12:50p,45,44,MSTB 122
2018,Fall,Math 112A INT PARTIAL DIF EQU,44640,"SORACE, R.",MWF 4:00- 4:50p,60,30,SE2 1304
2018,Fall,Math 112A INT PARTIAL DIF EQU,44646,"KOMAROVA, N.",MWF 11:00-11:50,60,60,DBH 1500
2018,Fall,Math 113A MATH MODELNG IN BIO,44650,"WANG, D.",MWF 9:00- 9:50,27,25,DBH 1422
2018,Fall,Math 105A NUMERICAL ANALYSIS,44660,"YAN, H.",MWF 8:00- 8:50,35,25,RH 306
2018,Fall,Math 118 THRY DIFF EQUATIONS,44690,"LI, X.",MWF 10:00-10:50,30,14,DBH 1422
2018,Fall,Math 120A INTRO GROUP THEORY,44700,"KAPLAN, N.",MWF 2:00- 2:50p,59,59,MSTB 124
2018,Fall,Math 120A INTRO GROUP THEORY,44710,"DELLACA, R.",MWF 12:00-12:50p,34,32,DBH 1300
2018,Fall,Math 120A INTRO GROUP THEORY,44716,"DONALDSON, N.",MWF 9:00- 9:50,55,41,DBH 1600
2018,Fall,Math 120A INTRO GROUP THEORY,44718,"WAN, D. UPTON, J.",MTuWThF 2:00- 2:50p,15,10,RH 306
2018,Fall,Math 120B INTRO RINGS/FIELDS,44720,"DONALDSON, N.",MWF 11:00-11:50,41,38,RH 114
2018,Fall,Math 121A LINEAR ALGEBRA,44723,"DELLACA, R.",MWF 3:00- 3:50p,54,51,MSTB 124
2018,Fall,Math 121A LINEAR ALGEBRA,44727,"FIGOTIN, A.",MWF 10:00-10:50,53,37,RH 104
2018,Fall,Math 130A PROB&STOCH PROCESS,44730,"HUBER, K.",MWF 11:00-11:50,54,53,MSTB 122
2018,Fall,Math 130A PROB&STOCH PROCESS,44740,"NORTHRUP, S.",MWF 4:00- 4:50p,47,44,DBH 1200
2018,Fall,Math 130A PROB&STOCH PROCESS,44746,"KRAMER-MILLER, J.",MWF 4:00- 4:50p,60,60,SSL 290
2018,Fall,Math 130B PROB&STOCH PROCESS,44750,"NORTHRUP, S.",MWF 2:00- 2:50p,47,42,DBH 1500
2018,Fall,Math 133A STAT MTHD FINANCE I,44755,"LUDWIG, J.",MWF 12:00-12:50p,30,29,SE 101
2018,Fall,Math 133A STAT MTHD FINANCE I,44757,"ABRAMOVICH, P.",MWF 6:00- 6:50p,59,58,MSTB 124
2018,Fall,Math 133C STAT MTHD FINAN III,44760,"YANG, S.",MWF 5:00- 5:50p,35,22,RH 306
2018,Fall,Math 140A ELEMENTARY ANALYSIS,44765,"ZHANG, X.",MWF 10:00-10:50,59,47,PSCB 140
2018,Fall,Math 140A ELEMENTARY ANALYSIS,44775,"VERSHYNIN, R.",MWF 1:00- 1:50p,49,50,SH 174
2018,Fall,Math 140A ELEMENTARY ANALYSIS,44779,"VERSHYNIN, R.",MWF 12:00-12:50p,60,60,SH 174
2018,Fall,Math 140B ELEMENTARY ANALYSIS,44781,"HUBER, K.",MWF 2:00- 2:50p,55,36,RH 104
2018,Fall,Math 140B ELEMENTARY ANALYSIS,44783,"WANG, D.",MWF 1:00- 1:50p,47,43,RH 114
2018,Fall,Math 140B ELEMENTARY ANALYSIS,44785,"IVANISVILI, P. VIG, B.",MTuWThF 10:00-10:50,0,13,RH 306
2018,Fall,Math 147 COMPLEX ANALYSIS,44795,"HEZARI, H.",MWF 2:00- 2:50p,45,26,SH 174
2018,Fall,Math 150 INTRO TO MATH LOGIC,44805,"ULRICH, D.",MWF 9:00- 9:50,55,33,DBH 1500
2018,Fall,Math 173A INTRO CRYPTOLOGY,44815,"SILVERBERG, A.",MWF 3:00- 3:50p,30,24,RH 306
2018,Fall,Math 192 LRNG &TCHG SEC MATH,44825,"PANTANO, A.",M 2:00- 3:50p,35,19,NS2 1201
2018,Fall,Math 205A INTRO GRAD ANALYSIS,45000,"IVANISVILI, P. VIG, B.",MTuWThF 10:00-10:50,34,7,RH 306
2018,Fall,Math 206A INTRO GRAD ALGEBRA,45010,"WAN, D. UPTON, J.",MTuWThF 2:00- 2:50p,34,9,RH 306
2018,Fall,Math 210A REAL ANALYSIS,45020,"JITOMIRSKAYA, S.",MWF 10:00-10:50,30,28,PSCB 230
2018,Fall,Math 211A TOPICS IN ANALYSIS,45023,"JITOMIRSKAYA, S.",M 12:00- 1:50p Th 11:00-11:50,20,6,TBA RH 306
2018,Fall,Math 218A INTRO/MANIFOLD&GEOM,45030,"TSENG, L.",MWF 1:00- 1:50p,20,5,RH 306
2018,Fall,Math 220A ANALYTIC FNCTN THRY,45040,"LI, S.",MWF 9:00- 9:50,29,15,MSTB 114
2018,Fall,Math 222A COMPLX VAR &GEOMTRY,45042,"STREETS, J.",MW 9:00-10:20,20,9,RH 340P
2018,Fall,Math 225A INT NUM AN SCI COMP,45050,"TROGDON, T.",MWF 3:00- 3:50p,30,14,RH 340P
2018,Fall,Math 227A MATH-COMP BIOLOGY,45060,"ENCISO RUIZ, G.",MWF 11:00-11:50,20,15,RH 340N
2018,Fall,Math 230A ALGEBRA,45070,"ZEMAN, M.",TuTh 4:00- 5:20p,29,15,RH 440R
2018,Fall,Math 233A ALGEBRAIC GEOMETRY,45081,"BARANOVSKY, V.",MWF 12:00-12:50p,20,13,RH 340P
2018,Fall,Math 235A MATH CRYPTOGRAPHY,45085,"SILVERBERG, A.",MWF 2:00- 2:50p,20,8,RH 340N
2018,Fall,Math 240A DIFFERENTIAL GEOM,45091,"VIACLOVSKY, J.",MWF 1:00- 1:50p,20,10,RH 440R
2018,Fall,Math 250A ALGEBRAIC TOPOLOGY,45095,"WOLFSON, J.",MW 2:00- 3:20p,20,9,RH 440R
2018,Fall,Math 260A FUNCTIONAL ANALYSIS,45110,"KRUPCHYK, K.",MWF 11:00-11:50,30,9,RH 340P
2018,Fall,Math 270A PROBABILITY,45115,"CRANSTON, M.",MWF 9:00- 9:50,20,12,RH 440R
2018,Fall,Math 280A MATH LOGIC,45140,"ZEMAN, M.",TuTh 1:00- 2:20p,20,8,RH 510R
2018,Fall,Math 290A METH IN APPLD MATH,45150,"CHEN, L.",MWF 10:00-10:50,20,6,TBA
2018,Fall,Math 295A PARTIAL DIFF EQNS,45160,"MOONEY, C.",MW 2:30- 3:50p,30,7,RH 340N
2019,Winter,Math 1B PRE-CALCULUS,44000,"LEHMAN, R.",TBA,300,296,ON LINE
2019,Winter,Math 2A CALCULUS,44200,"LIU, W.",MWF 8:00- 8:50,201,198,BS3 1200
2019,Winter,Math 2A CALCULUS,44206,"SIMONYAN, A.",MWF 11:00-11:50,180,173,ALP 2300
2019,Winter,Math 2A CALCULUS,44215,"LI, X.",MWF 4:00- 4:50p,42,42,HG 1800
2019,Winter,Math 2A CALCULUS,44220,"SETO, S.",MWF 12:00-12:50p,99,94,RH 104
2019,Winter,Math 2A CALCULUS,44230,"KARPUKHIN, M.",MWF 1:00- 1:50p,69,68,SSL 248
2019,Winter,Math 2A CALCULUS,44238,"ZHAO, M.",MWF 2:00- 2:50p,50,33,RH 104
2019,Winter,Math 2A CALCULUS,44242,"NORTHRUP, S.",MWF 2:00- 2:50p,90,87,ELH 100
2019,Winter,Math 2A CALCULUS,44250,"NORTHRUP, S.",MWF 5:00- 5:50p,90,78,ELH 100
2019,Winter,Math 2A CALCULUS,44260,"SETO, S.",MWF 1:00- 1:50p,100,99,RH 104
2019,Winter,Math 2B CALCULUS,44350,"GUO, Z.",MWF 8:00- 8:50,220,218,PCB 1100
2019,Winter,Math 2B CALCULUS,44360,"LEHMAN, R.",MWF 8:00- 8:50,197,196,ALP 2300
2019,Winter,Math 2B CALCULUS,44365,"PLUTA, R.",MWF 3:00- 3:50p,220,216,PSLH 100
2019,Winter,Math 2B CALCULUS,44370,"XIN, J.",MWF 1:00- 1:50p,195,193,ELH 100
2019,Winter,Math 2B CALCULUS,44380,"SOLNA, K.",MWF 10:00-10:50,166,159,SSPA 1100
2019,Winter,Math 2B CALCULUS,44385,"PLUTA, R.",MWF 1:00- 1:50p,190,189,ALP 2300
2019,Winter,Math 2B CALCULUS,44390,"PORTER, M.",MWF 3:00- 3:50p,108,108,DBH 1600
2019,Winter,Math 2B CALCULUS,44395,"HUBER, K.",MWF 11:00-11:50,100,99,SSL 228
2019,Winter,Math 2B CALCULUS,44399,"ERJAEE, G.",MWF 8:00- 8:50,110,106,RH 104
2019,Winter,Math 2D MULTIVAR CALCULUS,44500,"ZHANG, X.",MWF 8:00- 8:50,60,49,HH 178
2019,Winter,Math 2D MULTIVAR CALCULUS,44510,"WANG, D.",MWF 1:00- 1:50p,190,187,HIB 100
2019,Winter,Math 2D MULTIVAR CALCULUS,44515,"WANG, D.",MWF 8:00- 8:50,179,171,ELH 100
2019,Winter,Math 2D MULTIVAR CALCULUS,44520,"ULRICH, D. SETO, S.",MWF 3:00- 3:50p,74,67,SSL 270
2019,Winter,Math 2D MULTIVAR CALCULUS,44524,"SIMONYAN, A.",MWF 8:00- 8:50,60,25,SSL 140
2019,Winter,Math 2D MULTIVAR CALCULUS,44528,"YOUSSEFPOUR, H.",MWF 10:00-10:50,90,90,RH 104
2019,Winter,Math 2D MULTIVAR CALCULUS,44531,"YOUSSEFPOUR, H.",MWF 3:00- 3:50p,100,100,DBH 1100
2019,Winter,Math 2D MULTIVAR CALCULUS,44540,"WILKINSON, J.",MWF 12:00-12:50p,45,15,SST 120
2019,Winter,Math 2E MULTIVAR CALCULUS,44550,"SORACE, R.",MWF 11:00-11:50,90,67,SSL 270
2019,Winter,Math 2E MULTIVAR CALCULUS,44555,"KRAMER-MILLER, J.",MWF 8:00- 8:50,94,89,DBH 1600
2019,Winter,Math 2E MULTIVAR CALCULUS,44560,"YOUSSEFPOUR, H.",MWF 8:00- 8:50,80,80,MSTB 120
2019,Winter,Math 2E MULTIVAR CALCULUS,44565,"PORTER, M.",MWF 5:00- 5:50p,68,61,HH 178
2019,Winter,Math 2E MULTIVAR CALCULUS,44569,"SORACE, R.",MWF 9:00- 9:50,80,29,DBH 1600
2019,Winter,Math 2E MULTIVAR CALCULUS,44573,"HEZARI, H.",MWF 10:00-10:50,100,100,SSL 228
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44580,"MATEI, V.",MWF 8:00- 8:50,50,42,SSTR 103
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44582,"CHEN, T.",MWF 9:00- 9:50,45,45,RH 114
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44585,"JESSIE, D.",MWF 12:00-12:50p,55,54,PSCB 140
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44590,"KRONEWETTER, J.",MWF 10:00-10:50,58,55,DBH 1500
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44595,"SCHOLL, T.",MWF 5:00- 5:50p,52,52,MSTB 122
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44600,"SMITH, L.",MWF 11:00-11:50,47,47,RH 114
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44602,"CHEN, T.",MWF 8:00- 8:50,50,49,DBH 1200
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44605,"DONG, X.",MWF 3:00- 3:50p,58,53,SH 128
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44607,"SMITH, L.",MWF 12:00-12:50p,45,45,RH 114
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44610,"TABRIZIAN, P.",MWF 1:00- 1:50p,58,58,SE2 1304
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44612,"FIDER, N.",MWF 8:00- 8:50,58,58,SST 220A
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44615,"TABRIZIAN, P.",MWF 2:00- 2:50p,58,56,SE2 1304
2019,Winter,Math 3A INTRO LINEAR ALGBRA,44617,"ZHANG, X.",MWF 10:00-10:50,45,45,RH 114
2019,Winter,Math 3D ELEM DIFF EQUATIONS,44620,"JESSIE, D.",MWF 10:00-10:50,106,106,HH 178
2019,Winter,Math 3D ELEM DIFF EQUATIONS,44625,"DELLACA, R.",MWF 3:00- 3:50p,110,110,RH 104
2019,Winter,Math 3D ELEM DIFF EQUATIONS,44630,"KOMZSIK, L.",MWF 4:00- 4:50p,116,104,HH 178
2019,Winter,Math 3D ELEM DIFF EQUATIONS,44635,"DONALDSON, N.",MWF 10:00-10:50,52,52,MSTB 122
2019,Winter,Math 3D ELEM DIFF EQUATIONS,44638,"DELLACA, R.",MWF 4:00- 4:50p,78,77,SH 128
2019,Winter,Math 3D ELEM DIFF EQUATIONS,44645,"SMITH, L.",MWF 9:00- 9:50,98,104,RH 104
2019,Winter,Math 4 MATH FOR ECONOMISTS,44710,"KRONEWETTER, J.",MWF 12:00-12:50p,100,99,HG 1800
2019,Winter,Math 4 MATH FOR ECONOMISTS,44730,"KRONEWETTER, J.",MWF 2:00- 2:50p,120,120,HG 1800
2019,Winter,Math 5A CALCULUS LIFE SCIEN,44800,"WILKINSON, J.",MWF 2:00- 2:50p,30,30,DBH 1500
2019,Winter,Math 5B CALCULUS LIFE SCIEN,44815,"JESSIE, D.",MWF 2:00- 2:50p,30,30,SST 220B
2019,Winter,Math 9 INTRO PROG NUM ANLY,44850,"FOREMAN, M.",MWF 9:00- 9:50,45,45,MSTB 226
2019,Winter,Math 9 INTRO PROG NUM ANLY,44860,"KRAMER-MILLER, J.",MWF 10:00-10:50,48,47,ALP 3610
2019,Winter,Math 10 INTRO PROG DATA SCI,44870,"CAO, S.",MWF 9:00- 9:50,45,44,MSTB 210
2019,Winter,Math 13 INTRO ABSTRACT MATH,44940,"PANTANO, A.",MWF 9:00- 9:50,35,35,ALP 2500
2019,Winter,Math 13 INTRO ABSTRACT MATH,44943,"WILKINSON, J.",MWF 3:00- 3:50p,35,35,SH 134
2019,Winter,Math 13 INTRO ABSTRACT MATH,44946,"ULRICH, D. DAVIS, C.",MWF 5:00- 5:50p,35,30,MSTB 124
2019,Winter,Math 13 INTRO ABSTRACT MATH,44949,"MAGUIRE, M.",MWF 8:00- 8:50,35,28,SST 120
2019,Winter,Math 13 INTRO ABSTRACT MATH,44952,"DONALDSON, N.",MWF 2:00- 2:50p,35,31,MSTB 118
2019,Winter,Math 13 INTRO ABSTRACT MATH,44955,"HUBER, K.",MWF 8:00- 8:50,35,35,ALP 2500
2019,Winter,Math 13 INTRO ABSTRACT MATH,44957,"DAVIS, C.",MWF 11:00-11:50,35,34,ALP 2200
2019,Winter,Math 105B NUMERICAL ANALYSIS,45000,"LOWENGRUB, J.",MWF 1:00- 1:50p,45,43,DBH 1200
2019,Winter,Math 105B NUMERICAL ANALYSIS,45006,"YAN, H.",MWF 11:00-11:50,40,34,HH 143
2019,Winter,Math 110A OPTMIZATION I,45010,"ZHONG, Y.",MWF 10:00-10:50,55,45,ALP 2600
2019,Winter,Math 112B INT PARTIAL DIF EQU,45012,"HEZARI, H.",MWF 2:00- 2:50p,47,46,RH 114
2019,Winter,Math 113B MATH MODELNG IN BIO,45015,"ENCISO RUIZ, G.",MWF 1:00- 1:50p,30,5,MSTB 114
2019,Winter,Math 117 DYNAMICAL SYSTEMS,45020,"FOREMAN, M.",MWF 11:00-11:50,30,17,MSTB 114
2019,Winter,Math 120A INTRO GROUP THEORY,45030,"CHEN, T.",MWF 11:00-11:50,75,74,SH 128
2019,Winter,Math 120A INTRO GROUP THEORY,45035,"KAPLAN, N.",MWF 12:00-12:50p,60,60,DBH 1500
2019,Winter,Math 120B INTRO RINGS/FIELDS,45040,"CRANSTON, M.",MWF 4:00- 4:50p,53,53,MSTB 122
2019,Winter,Math 120B INTRO RINGS/FIELDS,45045,"WAN, D. UPTON, J.",MTuWThF 2:00- 2:50p,0,8,RH 306
2019,Winter,Math 121A LINEAR ALGEBRA,45050,"DONG, X.",M 1:00- 1:50p WF 1:00- 1:50p,52,52,SH 128 SH 128
2019,Winter,Math 121A LINEAR ALGEBRA,45055,"FIGOTIN, A.",MWF 12:00-12:50p,55,25,SSTR 103
2019,Winter,Math 121B LINEAR ALGEBRA,45070,"DELLACA, R.",MWF 1:00- 1:50p,50,46,MSTB 122
2019,Winter,Math 121B LINEAR ALGEBRA,45072,"ROMAN, S.",MWF 6:00- 6:50p,50,32,MSTB 122
2019,Winter,Math 130A PROB&STOCH PROCESS,45075,"HUBER, K.",MWF 10:00-10:50,58,56,MSTB 124
2019,Winter,Math 130A PROB&STOCH PROCESS,45077,"SORACE, R.",MWF 2:00- 2:50p,58,56,SH 128
2019,Winter,Math 130B PROB&STOCH PROCESS,45080,"ENCISO RUIZ, G.",MWF 11:00-11:50,51,49,PSCB 140
2019,Winter,Math 133A STAT MTHD FINANCE I,45100,"LUDWIG, J.",MWF 1:00- 1:50p,47,47,RH 114
2019,Winter,Math 133B STAT MTHD FNANCE II,45102,"ABRAMOVICH, P.",MWF 6:00- 6:50p,40,30,RH 184
2019,Winter,Math 133B STAT MTHD FNANCE II,45108,"YANG, S.",MWF 5:00- 5:50p,40,24,RH 114
2019,Winter,Math 140A ELEMENTARY ANALYSIS,45110,"YU, Y.",MWF 9:00- 9:50,62,58,DBH 1500
2019,Winter,Math 140A ELEMENTARY ANALYSIS,45115,"ERJAEE, G.",MWF 3:00- 3:50p,51,50,MSTB 122
2019,Winter,Math 140B ELEMENTARY ANALYSIS,45120,"ERJAEE, G.",MWF 1:00- 1:50p,40,37,RH 306
2019,Winter,Math 140B ELEMENTARY ANALYSIS,45130,"SCHOEN, R.",MWF 10:00-10:50,53,49,PSCB 140
2019,Winter,Math 140B ELEMENTARY ANALYSIS,45140,"IVANISVILI, P. VIG, B.",MTuWThF 10:00-10:50,0,7,RH 306
2019,Winter,Math 147 COMPLEX ANALYSIS,45150,"KRUPCHYK, K.",MWF 12:00-12:50p,38,35,MSTB 118
2019,Winter,Math 161 MODERN GEOMETRY,45170,"DONALDSON, N.",MWF 1:00- 1:50p,35,33,HICF 100Q
2019,Winter,Math 162A INTRO DIFFRNTL GEOM,45190,"LU, Z.",MWF 12:00-12:50p,29,24,MSTB 122
2019,Winter,Math 173B INTRO CRYPTOLOGY,45200,"SCHOLL, T.",MWF 3:00- 3:50p,30,8,SE 101
2019,Winter,Math 175 COMBINATORICS,45210,"MAGUIRE, M.",MWF 12:00-12:50p,20,14,RH 510R
2019,Winter,Math 176 MATH OF FINANCE,45220,"LUDWIG, J.",MWF 12:00-12:50p,123,93 / 122,BS3 1200
2019,Winter,Math 180A NUMBER THEORY I,45260,"DAVIS, C.",MWF 2:00- 2:50p,47,46,MSTB 124
2019,Winter,Math 192 LRNG &TCHG SEC MATH,45280,"PANTANO, A.",M 2:00- 3:50p,35,12,NS2 1201
2019,Winter,Math 205B INTRO GRAD ANALYSIS,45500,"IVANISVILI, P. VIG, B.",MTuWThF 10:00-10:50,20,6,RH 306
2019,Winter,Math 206B INTRO GRAD ALGEBRA,45510,"WAN, D. UPTON, J.",MTuWThF 2:00- 2:50p,20,8,RH 306
2019,Winter,Math 210B REAL ANALYSIS,45520,"JITOMIRSKAYA, S.",MWF 10:00-10:50,27,25,DBH 1425
2019,Winter,Math 211B TOPICS IN ANALYSIS,45525,"KLEIN, A.",MWF 3:00- 3:50p,20,5,RH 340P
2019,Winter,Math 218B INTRO/MANIFOLD&GEOM,45530,"TSENG, L.",MWF 11:00-11:50,20,5,RH 306
2019,Winter,Math 220B ANALYTIC FNCTN THRY,45540,"LI, S.",MWF 9:00- 9:50,20,13,RH 510R
2019,Winter,Math 222B COMPLX VAR &GEOMTRY,45543,"STREETS, J.",MW 9:00-10:20,20,9,RH 340P
2019,Winter,Math 225B INT NUM AN SCI COMP,45550,"CHEN, L.",MWF 11:00-11:50,20,13,RH 510R
2019,Winter,Math 227B MATH-COMP BIOLOGY,45570,"NIE, Q.",MWF 11:00-11:50,20,13,RH 340N
2019,Winter,Math 230B ALGEBRA,45580,"ZEMAN, M.",TuTh 4:00- 5:20p,20,12,RH 440R
2019,Winter,Math 233B ALGEBRAIC GEOMETRY,45600,"BARANOVSKY, V.",MWF 12:00-12:50p,20,13,DBH 1425
2019,Winter,Math 235B MATH CRYPTOGRAPHY,45605,"SILVERBERG, A.",MWF 2:00- 2:50p,20,8,MSTB 114
2019,Winter,Math 240B DIFFERENTIAL GEOM,45610,"VIACLOVSKY, J.",MWF 1:00- 1:50p,20,9,RH 440R
2019,Winter,Math 250B ALGEBRAIC TOPOLOGY,45620,"WOLFSON, J.",MW 2:00- 3:20p,20,9,RH 440R
2019,Winter,Math 260B FUNCTIONAL ANALYSIS,45670,"KRUPCHYK, K.",MWF 11:00-11:50,15,8,DBH 1422
2019,Winter,Math 270B PROBABILITY,45680,"CRANSTON, M.",MWF 9:00- 9:50,15,13,RH 340N
2019,Winter,Math 280B MATH LOGIC,45690,"GOLDBRING, I.",MWF 8:00- 8:50,20,8,RH 440R
2019,Winter,Math 290B METH IN APPLD MATH,45760,"CHEN, L.",MWF 10:00-10:50,13,7,RH 510M
